"PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
2119251,5169229,14,"2005-08-29T09:45:00","1900 Block WESTMONT AV PITTSBURGH, PA 15210","N","Carrick","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",2902,4,4,-79.98853479,40.39565108
2106628,5113494,14,"2005-06-21T18:48:00","3900 Block WINSHIRE ST PITTSBURGH, PA 15212","N","Brighton Heights","1","CRIMINAL MISCHIEF","3304 Criminal Mischief.",2701,1,1,-80.03895426,40.48567353
3018003,18153467,18,"2018-08-10T12:49:00","Wylie AV & Elmore ST Pittsburgh, PA 15219","Y","Middle Hill","2","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",501,6,3,-79.9778469,40.44549468
2952650,17209781,11,"2017-10-28T00:01:00","6300 Block Howe ST Pittsburgh, PA 15206","N","Shadyside","4","CREDIT CARDS","4106 Access Device Fraud",708,8,2,-79.9216772862189,40.4544708164315
3018146,18150069,10,"2018-08-05T16:53:00","7200 Block Bennett ST Pittsburgh, PA 15208","Y","Homewood South","5","TERRORISTIC THREATS","2701 Simple Assault. / 2706 Terroristic Threats.",1303,9,2,-79.896632,40.45645609
3059734,19030345,6,"2019-02-15T17:00:00","6900 Block Meade ST Pittsburgh, PA 15208","N","Point Breeze North","4","THEFT FROM AUTO","3934 Theft from Vehicle",1405,9,2,-79.90741324788,40.4521118399723
3071723,19069295,6,"2019-04-14T19:30:00","2300 Block Brownsville RD Pittsburgh, PA 15210","N","Carrick","3","THEFT/ALL OTHERS","2701 Simple Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item",2904,4,3,-79.9855231716653,40.3890572692795
3057738,19022467,99,"2019-01-31T11:00:00","6000 Block Penn AV Pittsburgh, PA 15206","N","East Liberty","5",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1115,9,2,-79.9247104221077,40.4611889439979
2842894,16123974,99,"2016-07-04T04:44:00","1400 Block Rockland AV Pittsburgh, PA 15216","N","Beechview","6",NA,"9999 Miscellaneous Report (No Crime)",1916,4,5,-80.02045195,40.41295334
2840571,16114659,99,"2016-06-21T05:24:00","800 Block Lovitt WY Pittsburgh, PA 15212","Y","East Allegheny","1",NA,"9497 Aided Case",2304,1,1,-79.99748554,40.45622348
3085792,19115028,24,"2019-06-13T04:00:00","5500 Block Mifflin RD Pittsburgh, PA 15207","N","Lincoln Place","4","HARRASSMENT BY COMUN/ADDRESS","2709(a)(3) Harassment No Legitimate Purpose",3102,5,3,-79.9103473154013,40.3676106698163
2829876,16087211,6,"2016-05-12T19:50:00","4400 Block Forbes AV Pittsburgh, PA 15213","N","North Oakland","4","THEFT FROM BUILDING","901 Criminal Attempt",404,8,3,-79.94909877,40.44369849
2964100,17240670,10,"2017-12-14T20:05:00","30 Block Elmore ST Pittsburgh, PA 15219","N","Middle Hill","2","SIMPLE ASSAULT/INJURY","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",501,6,3,-79.9780453941943,40.4420006091216
2854050,16161110,6,"2016-08-27T10:52:00","1200 Block Queensbury ST Pittsburgh, PA 15205","Y","Westwood","6","THEFT FROM AUTO","3934 Theft from Vehicle",2811,2,5,-80.04871787,40.43641526
2130063,5210843,5,"2005-10-23T18:00:00","300 Block BAUSMAN ST PITTSBURGH, PA 15210","N","Knoxville","3","BURGLARY/NO FORCE/RES","3304 Criminal Mischief. / 3502 Burglary.",3001,3,4,-79.99310761,40.41412764
2888813,17016619,6,"2017-01-27T15:30:00","800 Block Lovitt WY Pittsburgh, PA 15212","N","East Allegheny","1","THEFT/PROP-LOST/MISLAID/DEL","3921 Theft by Unlawful Taking or Disposition.",2304,1,1,-79.9974855423044,40.4562234750943
2989873,18069848,10,"2018-04-15T10:37:00","2100 Block ParkHill DR Pittsburgh, PA 15221","Y","Shadyside","5","SIMPLE ASSAULT/INJURY","2701 Simple Assault. / 2902 Unlawful Restraint.",703,9,2,-79.8740214,40.45295266
2967358,17247237,99,"2017-12-24T20:33:00","Penn AV & 24th ST Pittsburgh, PA 15222","Y","Strip District","2",NA,"9999 Miscellaneous Report (No Crime)",203,7,6,-79.980657357757,40.453381031535
2117551,5155039,7,"2005-08-12T07:30:00","5200 Block LOTUS WY PITTSBURGH, PA ","N","Homewood North","2","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition.",1001,7,2,-79.95167136,40.47852792
3098612,19157181,24,"2019-08-08T18:58:00","N Graham ST & Hillcrest ST Pittsburgh, PA 15206","Y","Garfield","5","OBSTRUCT HIGHWAYS/PUB PASSAGES","5126 Flight to Avoid Apprehension, Trial or Punishment. / 5507 Obstructing Highways and Passages. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 9501 Bench Warrant",1114,9,2,-79.933628061287,40.467559777666
2883078,16242485,18,"2016-12-31T16:30:00","1600 Block Sandusky CT Pittsburgh, PA 15212","Y","Fineview","1","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",2509,6,1,-80.00544754,40.45893258
2958009,17225327,6,"2017-11-20T07:00:00","1100 Block Island AV Pittsburgh, PA 15212","N","California-Kirkbride","1","THEFT FROM AUTO","3934 Theft from Vehicle",2507,1,1,-80.0246570737902,40.4634515634655
2950084,17194817,99,"2017-10-09T11:40:00","Baum BL & Morewood AV Pittsburgh, PA 15213","N","Bloomfield","5",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",804,7,2,-79.9452133603153,40.4549698940102
2952256,17206257,99,"2017-10-24T15:47:00","6200 Block EAST LIBERTY BL PITTSBURGH, PA 15206","N","Shadyside","4",NA,"2709 Harassment (Non-Specific)",703,9,2,-79.9174964617292,40.4634859599384
2938269,17168421,29,"2017-09-02T21:55:00","Grant ST & Forbes AV Pittsburgh, PA 15219","N","Central Business District","2","RUNAWAYS - JUVENILE","029 Missing Juvenile",201,6,6,-79.9972670351001,40.438690074284
2114072,5146413,6,"2005-08-01T00:20:00","1400 Block CENTREAV PITTSBURGH, PA ","N","Brighton Heights","2","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",304,NA,NA,0,0
2097132,5073649,10,"2005-05-02T02:50:00","300 Block MT PLEASANT RD PITTSBURGH, PA ","N","Northview Heights","1","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",2609,1,1,-80.00304348,40.48235135
2814284,16031455,10,"2016-02-20T20:20:00","100 Block Oak Hill DR Pittsburgh, PA 15213","Y","Terrace Village","2","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",510,6,3,-79.96778043,40.43968519
2881225,16238665,6,"2016-12-24T09:30:00","2600 Block Railroad ST Pittsburgh, PA 15201","N","Central Business District","2","THEFT FROM AUTO","3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",201,7,6,-79.97997514,40.4562667
2928927,17137210,6,"2017-07-22T05:58:00","400 Block Turrett ST Pittsburgh, PA 15206","N","Larimer","5","THEFT/ALL OTHERS","3921(a) Theft by Unlawful Taking or Disposition - Movable item",1204,9,2,-79.9103656510442,40.4615874690458
2089442,5042341,21,"2005-03-19T00:01:00","MONASTERY PL & 18TH ST PITTSBURGH, PA ","Y","South Side Flats","3","DRIVING UNDER INFLUENCE","3802(a)(1) DUI - General Impairment",1703,3,4,-79.9838657,40.42194195
2981245,18041326,10,"2018-03-04T10:55:00","400 Block Kirkpatrick ST Pittsburgh, PA 15219","Y","Middle Hill","2","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",501,6,3,-79.97556004,40.44447423
2802662,16005693,14,"2016-01-10T08:30:00","2600 Block S 18th ST Pittsburgh, PA 15210","N","South Side Slopes","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1706,3,4,-79.98531718,40.4211036
2994941,18081983,10,"2018-05-03T02:04:00","7000 Block Bennett ST Pittsburgh, PA 15208","N","Homewood South","5","SIMPLE ASSAULT/INJURY","903 Criminal Conspiracy. / 2701 Simple Assault.",1303,9,2,-79.90140945,40.45730673
3087465,19121822,23,"2019-06-22T02:35:00","200 Block North Shore DR Pittsburgh, PA 15212","Y","North Shore","1","PUBLIC DRUNKENESS","5505 Public Drunkenness",2205,1,1,-80.0088808419878,40.4552322935161
2815513,16039696,99,"2016-03-04T10:00:00","4700 Block 5th AV Pittsburgh, PA 15213","N","Shadyside","4",NA,"9504 Lost Property",709,8,3,-79.94674497,40.4468628
2101718,5094437,99,"2005-05-29T18:20:00","LIBERTY AV & ALLIES BL PITTSBURGH, PA ","N","Crawford-Roberts","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",102,NA,NA,0,0
2883794,17000986,26,"2017-01-02T16:50:00","500 Block Riverview DR Pittsburgh, PA 15212","Y","Crawford-Roberts","1","HARRASSMENT-OTHER","2709(a) Harassment.",305,1,1,-80.0171866974351,40.480444234603
3097770,19155245,99,"2019-08-06T10:33:00","400 Block S Main ST Pittsburgh, PA 15220","Y","West End","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2019,2,5,-80.0331157131111,40.441708122056
2808836,16021262,24,"2016-02-04T14:17:00","2100 Block Centre AV Pittsburgh, PA 15219","N","Middle Hill","2","HARRASSMENT BY COMUN/ADDRESS","2709 Harassment (Non-Specific)",501,6,3,-79.9789234,40.44439518
3043658,18240321,29,"2018-12-06T23:45:00","2900 Block Breker ST Pittsburgh, PA 15212","Y","Marshall-Shadeland","1","LOCATED RUNAWAY - OUTSIDE CITY","0291 Located Runaway - Outside City",2715,1,1,-80.0292075023495,40.4709555580702
2895458,17032905,18,"2017-02-22T11:00:00","500 Block CRANE AV PITTSBURGH, PA 15216","Y","Beechview","6","MARIJUANA-POSSESS","13(a)(31) Marijuana: Possession Small Amount",1916,4,5,-80.0182334751887,40.4169886053058
2091025,5048831,10,"2005-03-28T20:55:00","1700 Block ARLINGTON AV PITTSBURGH, PA ","Y","Friendship","3","SIMPLE ASSAULT","2701 Simple Assault.",1703,3,4,-79.98639193,40.4176392
2980960,18039161,6,"2018-03-01T07:50:00","5500 Block Centre AV Pittsburgh, PA 15232","Y","Shadyside","4","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft. / 9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities",709,7,2,-79.93643514,40.45663345
2091904,5055599,7,"2005-04-07T09:45:00","700 Block COLLEGE AV PITTSBURGH, PA ","N","Shadyside","4","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition.",705,8,2,-79.92842803,40.45522596
2827976,16079107,6,"2016-05-01T02:48:00","6600 Block Frankstown AV Pittsburgh, PA 15206","N","Larimer","5","THEFT/PROP-LOST/MISLAID/DEL","3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1208,9,2,-79.91088157,40.45922043
2139290,5244958,7,"2005-12-14T16:22:00","100 Block SCHENLEY MANOR DR PITTSBURGH, PA ","N","Stanton Heights","5","MOTOR VEH THEFT/OTHER","3921 Theft by Unlawful Taking or Disposition.",1005,9,2,-79.94006611,40.47555988
2995848,18084835,99,"2018-05-07T09:50:00","3800 Block O hara ST Pittsburgh, PA 15213","Y","Central Oakland","4",NA,"9501 Bench Warrant",405,8,3,-79.95956034,40.44331555
2898596,17042299,99,"2017-03-08T13:50:00","200 Block 9th ST Pittsburgh, PA 15222","Y","Central Business District","2",NA,"9497 Aided Case",201,6,6,-79.9984071278657,40.4437129885476
3030273,18193112,99,"2018-09-30T19:00:00","600 Block Lockhart ST Pittsburgh, PA 15212","Y","East Allegheny","1",NA,"2709(a) Harassment.",2304,1,1,-79.99878901,40.45280294
2094907,5058276,10,"2005-04-10T17:37:00","1100 Block MELLON ST PITTSBURGH, PA ","Y","Highland Park","5","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",1102,7,2,-79.92259729,40.47481474
2881103,16236278,99,"2016-12-15T19:03:00","1000 Block LAPISH RD PITTSBURGH, PA 15212","N","North Oakland","4",NA,"9999 (Misc. Crime)",403,1,1,-80.03208245,40.48918343
2934629,17150661,18,"2017-08-10T00:42:00","Moultrie ST & 5th AV Pittsburgh, PA 15219","Y","Bluff","2","OTHER DRUG/NON-NARC-POSSESS","3313 Restrictions on Use of Limited Access Highways. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",103,6,3,-79.9742609022548,40.4380121350848
2938070,17164994,10,"2017-08-29T15:30:00","4900 Block 2nd AV Pittsburgh, PA 15207","Y","Hazelwood","4","HARRASSMENT/THREAT/ATTEMPT/PHY","5505 Public Drunkenness / 7513 Restriction on Alcoholic Beverages - Open Container / 2709(a)(3) Harassment No Legitimate Purpose / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST",1515,5,3,-79.9440557014242,40.4099078094696
2081761,5013284,15,"2005-01-26T16:00:00","PASADENA ST & EUREKA ST PITTSBURGH, PA ","Y","Allentown","3","FIREARMS NOT TO BE CARRIED WO LICENSE","6106 Firearms not to be Carried without a License. / 4703 Operation of Vehicle without Official Certif. of Inspection / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%",1803,3,4,-80.00184213,40.42383978
3029977,18192691,99,"2018-09-30T03:06:00","West End BRDG Pittsburgh, PA 15212","N","Manchester","1",NA,"3743 Accidents Involving Damage to Attended Veh. or Property / 3746 Immediate Notice of Accident to Police Department",2107,NA,NA,0,0
2919544,17105278,14,"2017-06-08T12:30:00","800 Block Melrose AV Pittsburgh, PA 15214","N","Perry South","1","CRIMINAL MISCHIEF","3304 Criminal Mischief. / 9999 Miscellaneous Report (No Crime)",2614,NA,NA,0,0
2922500,17114562,6,"2017-06-17T14:00:00","900 Block Bryn Mawr RD Pittsburgh, PA 15219","N","Upper Hill","2","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",506,6,3,-79.9588009173547,40.4519310076673
2112823,5142040,99,"2005-07-26T16:30:00","1ST AV & ROSS ST PITTSBURGH, PA ","N","Middle Hill","2",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",101,6,6,-79.99746269,40.43606806
2968491,18002527,10,"2017-12-29T23:20:00","50 Block Oakwood RD Pittsburgh, PA 15205","N","Oakwood","6","SIMPLE ASSAULT/NO INJURY","9090 Recovered Firearm",2812,2,5,-80.0665145223978,40.4275648961284
3072009,19072329,11,"2019-04-18T00:01:00","700 Block Beechland ST Pittsburgh, PA 15207","N","New Homestead","4","IDENTITY THEFT","4120 Identity Theft",3103,NA,NA,0,0
2935442,17156275,1,"2017-08-17T20:04:00","2500 Block Hallett ST Pittsburgh, PA 15219","N","Middle Hill","2","MURDER/NON-NEG/MANSLTR-GUN","2501 Criminal Homicide.",501,6,3,-79.9706547399019,40.4471556941022
2803841,16005606,5,"2016-01-10T02:25:00","1100 Block Voskamp ST Pittsburgh, PA 15212","N","Spring Garden","1","BURGLARY/FORCE ENT/RES","3502 Burglary.",2412,1,1,-79.99294148,40.45886944
3069409,19060558,10,"2019-04-03T00:56:00","2100 Block Webster AV Pittsburgh, PA 15219","Y","Middle Hill","2","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",501,NA,NA,0,0
2846563,16137255,6,"2016-07-24T10:15:00","800 Block N Lincoln AV Pittsburgh, PA 15212","N","Chateau","1","THEFT/ALL OTHERS","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2108,9,2,-79.90445949,40.46313423
3039246,18189202,3,"2018-09-25T18:13:00","400 Block Bark ST Pittsburgh, PA 15214","Y","Perry South","1","ROBBERY/CARJACK/GUN","3702 Robbery of Motor Vehicle.",2614,6,1,-80.00589088,40.46774686
2100749,5089359,99,"2005-05-23T03:00:00","800 Block E WARRINGTON AV PITTSBURGH, PA ","Y","Allentown","3",NA,"9497 Aided Case",1803,3,4,-79.99357756,40.42153188
2805948,16014723,26,"2016-01-25T11:05:00","600 Block East Ohio ST Pittsburgh, PA 15212","Y","East Allegheny","1","DRUG PARAPHERNALIA","13(a)(32) Paraphernalia - Use or Possession",2304,1,1,-79.99897476,40.45396982
2085638,5026951,6,"2005-02-17T16:15:00","5700 Block FORBES AV PITTSBURGH, PA 15217","N","Squirrel Hill North","4","THEFT FROM BUILDING","3921 Theft by Unlawful Taking or Disposition.",1403,5,3,-79.92521543,40.43738889
2969346,18003341,14,"2018-01-06T06:25:00","700 Block Brookline BL Pittsburgh, PA 15226","N","Brookline","6","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1919,4,5,-80.0216923,40.39458318
2923886,17117032,10,"2017-06-24T19:27:00","2500 Block Penn AV Pittsburgh, PA 15222","N","Strip District","2","SIMPLE ASSAULT/INJURY","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",203,7,6,-79.9797630038932,40.4539207020757
3084687,19110786,10,"2019-06-07T20:35:00","2800 Block Fitzhugh WY Pittsburgh, PA 15226","N","Brookline","6","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",1919,4,5,-80.0266677381106,40.396513723123
2994253,18077956,14,"2018-04-27T11:00:00","900 Block Penn AV Pittsburgh, PA 15222","N","Central Business District","2","CRIMINAL MISCHIEF","3304 Criminal Mischief. / 5503 Disorderly Conduct.",201,6,6,-79.99804356,40.4436107
2133232,5216330,6,"2005-10-31T20:45:00","ALLEQUIPPA ST & OUTLET WY PITTSBURGH, PA ","N","Allentown","2","THEFT M.V. PARTS,ACCESSORIES","3934 Theft from Vehicle",504,6,3,-79.96639212,40.44232057
3013501,18141464,20,"2018-07-24T18:00:00","6500 Block 5th AV Pittsburgh, PA 15206","Y","Shadyside","4","INTERFER/CUSTODY OF CHILDREN","9999 Miscellaneous Report (No Crime)",708,8,3,-79.91771434,40.45329314
2900584,17047682,99,"2017-03-16T23:27:00","Highland DR & Wiltsie ST Pittsburgh, PA 15206","Y","Lincoln-Lemington-Belmar","5",NA,"9999 Miscellaneous Report (No Crime)",1201,9,2,-79.8983340408875,40.4758414951753
3088266,19126908,99,"2019-06-28T20:04:00","600 Block Hillsboro ST Pittsburgh, PA 15204","Y","Sheraden","6",NA,"9999 Miscellaneous Report (No Crime)",2018,NA,NA,0,0
3021380,18165473,24,"2018-08-26T14:10:00","300 Block S Main ST Pittsburgh, PA 15220","Y","West End","6","HARRASSMENT BY COMUN/ADDRESS","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2019,7,2,-79.95794767,40.46738301
2092661,5055014,10,"2005-04-06T16:30:00","100 Block NARCISSUS ST PITTSBURGH, PA ","Y","Golden Triangle/Civic Arena","3","TERRORISTIC THREATS","2706 Terroristic Threats.",2005,2,5,-80.04958955,40.45769163
2821854,16058423,99,"2016-04-01T16:37:00","Penn AV & Cecil WY Pittsburgh, PA 15222","N","Golden Triangle/Civic Arena","2",NA,"9134 Pedestrian Hit by Vehicle/Non-Reportable Accident",201,6,6,-80.00309632,40.44248946
2978013,18030663,26,"2018-02-17T01:20:00","40 Block S 14th ST Pittsburgh, PA 15203","Y","South Side Flats","3","ALL OTHER OFFENSES(EXPT TRAFF)","601.16 Public Urination And Defecation",1702,3,3,-79.98421661,40.42853325
3064088,19044481,99,"2019-03-08T18:57:00","4800 Block Liberty AV Pittsburgh, PA 15224","Y","Bloomfield","5",NA,"9501 Bench Warrant",804,7,2,-79.9470226727323,40.4603602714662
2978324,18032918,99,"2018-02-20T13:39:00","Silver Lake DR & Washington BL Pittsburgh, PA 15206","Y","Homewood West","5",NA,"9999 Miscellaneous Report (No Crime)",1207,9,2,-79.90559538,40.46225948
2970795,18011197,6,"2018-01-18T14:54:00","400 Block Smithfield ST Pittsburgh, PA 15222","N","Central Business District","2","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",201,6,6,-79.99946609,40.43872176
3084958,19111315,23,"2019-06-08T14:09:00","7th ST & Liberty AV Pittsburgh, PA 15222","Y","Central Business District","2","PUBLIC DRUNKENESS","5505 Public Drunkenness",201,6,6,-79.999893889009,40.44244524123
3073440,19056323,99,"2019-03-27T20:33:00","East ST & Eula ST Pittsburgh, PA 15214","Y","Perry North","1",NA,"9999 Miscellaneous Report (No Crime)",2602,1,1,-80.0136710386754,40.4879535586072
2876045,16168612,15,"2016-09-06T11:00:00","100 Block PARKFIELD AV PITTSBURGH, PA 15210","Y","Carrick","3","CARRY WEAPONS ON SCHOOL PROP","912 Possession of Weapon on School Property.",2904,4,4,-79.98734141,40.39125233
3024960,18174398,99,"2018-09-06T19:09:00","1800 Block Blvd Of The Allies Pittsburgh, PA 15219","Y","Bluff","2",NA,"9489 Found Property",103,6,3,-79.98150667,40.43577649
2879726,16226333,14,"2016-12-03T23:30:00","Liberty AV & 30th ST Pittsburgh, PA 15201","Y","Strip District","2","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",203,7,6,-79.97211091,40.45824863
2997138,18089476,26,"2018-05-13T13:31:00","2400 Block Chauncey DR Pittsburgh, PA 15219","Y","Bedford Dwellings","2","ALL OTHER OFFENSES(EXPT TRAFF)","601.04 (d) (1) Apartment to Apartment 0700-2200 >10 dB(c) 2200-0700 >5dB(c)",509,6,3,-79.97459725,40.44992033
2951064,17200646,99,"2017-10-16T14:00:00","1400 Block Methyl ST Pittsburgh, PA 15216","N","Beechview","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1916,4,5,-80.0260220876426,40.4142133837061
3023559,18171098,24,"2018-09-02T10:21:00","Madison AV & East Ohio ST Pittsburgh, PA 15212","Y","East Allegheny","1","OBSTRUCT HIGHWAYS/PUB PASSAGES","5507 Obstructing Highways and Passages.",2304,1,1,-79.9968332,40.45422078
2899923,17042288,99,"2017-03-07T08:00:00","Zone 5","N","","5",NA,"2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children. / 3124.1 Sexual Assault",NA,NA,NA,NA,NA
