"","PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
"108",2842326,16122682,14,"2016-07-01T22:15:00","10 Block S 14th ST Pittsburgh, PA 15203","N","South Side Flats","3","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1702,3,4,-79.98431442,40.42974256
"109",2864380,16192323,18,"2016-10-11T08:20:00","3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214","Y","Perry North","1","MARIJUANA-POSSESS","13(a)(31) Marijuana: Possession Small Amount",2602,1,1,-80.01602089,40.48755132
"110",2964330,17243017,99,"2017-12-17T21:00:00","5800 Block Wilkins AV Pittsburgh, PA 15217","Y","Squirrel Hill North","4",NA,"9504 Lost Property",1403,8,3,-79.9235365543354,40.4436815198508
"111",2810802,16027141,23,"2016-02-14T01:39:00","S 18th ST & Sarah ST Pittsburgh, PA 15203","Y","South Side Flats","3","PUBLIC DRUNKENESS","5505 Public Drunkenness / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST",1702,3,4,-79.98065191,40.42783836
"112",2953709,17208326,4,"2017-10-28T02:10:00","Mazeroski WY & North Shore DR Pittsburgh, PA 15212","N","North Shore","1","AGG ASSAULT/STRONGARM/INJURY","2702 Aggravated Assault.",2205,1,6,-80.0073156485882,40.4466515767704
"113",3048453,18250567,99,"2018-12-21T16:00:00","100 Block Tecumseh ST Pittsburgh, PA 15207","Y","Hazelwood","4",NA,"9497 Aided Case",1515,NA,NA,0,0
"114",2093681,5060131,6,"2005-04-12T11:00:00","HIGHLAND PARK PL PITTSBURGH, PA ","N","Highland Park","5","THEFT FROM AUTO","3934 Theft from Vehicle",1106,NA,NA,0,0
"115",2991015,18074421,99,"2018-04-22T06:15:00","5700 Block Baum BL Pittsburgh, PA 15206","Y","East Liberty","5",NA,"9501 Bench Warrant",1115,7,2,-79.93376984,40.45830746
"116",3020069,18161179,10,"2018-08-21T01:55:00","2000 Block Sarah ST Pittsburgh, PA 15203","N","South Side Flats","3","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",1702,3,3,-79.97759969,40.42754982
"117",2804805,16008518,9,"2016-01-14T22:35:00","100 Block Rhine PL Pittsburgh, PA 15212","Y","Spring Hill-City View","1","TAMPER WITH/FAB PHYS EVIDENCE","4910 Tampering with or Fabricating Physical Evidence. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.",2620,1,1,-79.99409859,40.4667862
"118",2826498,16075262,14,"2016-04-21T09:00:00","300 Block Taylor ST Pittsburgh, PA 15224","N","Bloomfield","5","CRIM MISCHIEF (GRAFFITI)","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",802,1,1,-80.01026196,40.45689549
"119",3093156,19141049,6,"2019-07-14T00:29:00","600 Block Penn AV Pittsburgh, PA 15222","N","Central Business District","2","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",201,6,6,-80.0017928321911,40.4425929172081
"120",3069981,19064129,10,"2019-04-08T01:57:00","500 Block Mt Pleasant RD Pittsburgh, PA 15214","Y","Northview Heights","1","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2609,NA,NA,0,0
"121",2840174,16116503,6,"2016-06-23T17:00:00","1900 Block Centre AV Pittsburgh, PA 15219","Y","Crawford-Roberts","2","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft. / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks",305,6,3,-79.98082794,40.44316841
"122",3097891,19155660,11,"2019-08-06T08:30:00","3300 Block Iowa ST Pittsburgh, PA 15219","N","Upper Hill","2","THEFT OF SERVICES","3926.C1 THEFT OF SERVICES",506,6,3,-79.95694304369,40.4514507528397
"123",2807623,16017039,5,"2016-01-29T01:30:00","2200 Block East Hills DR Pittsburgh, PA 15221","N","Hazelwood","5","BURGLARY/FORCE ENT/RES","3502 Burglary.",1501,9,2,-79.87302988,40.45388109
"124",2102241,5095693,17,"2005-05-18T00:01:00","Zone 5","Y","","5","INDECENT ASSAULT","3124 Voluntary Deviate Sexual Intercourse (Repealed 1995)",NA,NA,NA,NA,NA
"125",2888551,17015993,26,"2017-01-26T16:20:00","2800 Block Perrysville AV Pittsburgh, PA 15214","N","Perry South","1","CRIMINAL TRESPASS","3503 Criminal Trespass",2615,1,1,-80.0100997479667,40.4735292277826
"126",2851542,16152225,6,"2016-08-15T00:35:00","1400 Block Alton ST Pittsburgh, PA 15216","N","Beechview","6","THEFT FROM AUTO","3934 Theft from Vehicle",1916,4,5,-80.02117303,40.41302129
"127",2954796,17211192,99,"2017-11-01T08:00:00","700 Block Lime ST Pittsburgh, PA 15220","N","Duquesne Heights","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1911,2,5,-80.0240102029926,40.4292055012492
"128",2992371,18077436,14,"2018-04-26T08:00:00","3200 Block Jane ST Pittsburgh, PA 15203","N","South Side Slopes","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1608,3,3,-79.96286006,40.42177397
"129",3086940,19112500,17,"2019-06-10T02:20:00","Zone 2","Y","","2","OPEN LEWDNESS","5505 Public Drunkenness / 5901 Open Lewdness. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",NA,NA,NA,NA,NA
"130",2839000,16110155,99,"2016-06-14T18:40:00","Liberty AV & Stanwix ST Pittsburgh, PA 15222","Y","Golden Triangle/Civic Arena","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",201,6,6,-80.00389726,40.44137136
"131",2098694,5078589,99,"2005-05-09T05:30:00","2100 Block BROWNSVILLE RD PITTSBURGH, PA ","Y","Carrick","3",NA,"9496 Dead on Arrival (DOA)",2902,4,4,-79.98735091,40.39183252
"132",3072123,19061684,11,"2019-02-25T00:01:00","20 Block Rosemont LANE Pittsburgh, PA 15217","N","Squirrel Hill South","4","CREDIT CARDS","4106 Access Device Fraud",1414,5,3,-79.9164223327518,40.421957230544
"133",2952041,17201616,26,"2017-10-18T18:36:00","1700 Block Seaton ST Pittsburgh, PA 15226","Y","Brookline","6","HARRASSMENT-OTHER","2709(a) Harassment.",1918,4,4,-80.0091304371061,40.3860761796567
"134",2942097,17174033,4,"2017-09-10T20:30:00","9th ST & Liberty AV Pittsburgh, PA 15222","Y","Central Business District","2","AGG ASSAULT/OTHER/INJURY","2701 Simple Assault.",201,6,6,-79.9979736554079,40.442936570177
"135",3041163,18225803,99,"2018-11-15T18:45:00","200 Block Lothrop ST Pittsburgh, PA 15213","Y","West Oakland","4",NA,"9999 Miscellaneous Report (No Crime)",402,8,3,-79.9609287,40.44224702
"136",2973067,18016416,99,"2018-01-26T04:45:00","1200 Block Denniston ST Pittsburgh, PA 15206","Y","Point Breeze","4",NA,"9999 Miscellaneous Report (No Crime)",1404,8,3,-79.92056941,40.44783708
"137",2822879,16061835,14,"2016-04-06T09:05:00","3600 Block California AV Pittsburgh, PA 15212","N","Brighton Heights","1","CRIMINAL MISCHIEF","3304 Criminal Mischief.",2701,1,1,-80.04085736,40.48041277
"138",3085798,19115071,26,"2019-06-12T19:40:00","Zone 2","N","","2","MEGANS LAW VIOLATION","4915 Failure to Comply with Megans Law",NA,NA,NA,NA,NA
"139",2936798,17160765,99,"2017-08-23T19:50:00","5600 Block 2nd AV Pittsburgh, PA 15207","Y","Hazelwood","4",NA,"9492 Dog Bite",1515,5,3,-79.939119606265,40.4007698832476
"140",2941115,17171719,6,"2017-05-14T14:00:00","200 Block Watson BL Pittsburgh, PA 15214","N","Perry North","1","THEFT/PROP-LOST/MISLAID/DEL","3921 Theft by Unlawful Taking or Disposition.",2607,1,1,-80.0102316616086,40.4834426991564
"141",2975852,18025699,7,"2017-10-19T13:30:00","800 Block East Ohio ST Pittsburgh, PA 15212","N","East Allegheny","1","MTR VEH THEFT (AUTO)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2304,1,1,-79.996707609094,40.4544106921068
"142",2979487,18028197,6,"2017-08-21T00:01:00","2100 Block E Carson ST Pittsburgh, PA 15203","N","South Side Flats","3","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery.",1609,3,4,-79.9760686590274,40.4283066454717
"143",3028950,18184319,6,"2018-09-19T13:20:00","300 Block Technology Center DR Pittsburgh, PA 15219","Y","Bedford Dwellings","4","THEFT/ALL OTHERS","9999 Miscellaneous Report (No Crime)",509,3,3,-79.96088125,40.43076427
"144",3025003,18174579,99,"2018-09-06T22:40:00","700 Block Culloden WY Pittsburgh, PA 15232","N","Shadyside","4",NA,"3742 Accidents Involving Death or Personal Injury",703,8,2,-79.93417802,40.45258691
"145",2985871,18054334,10,"2018-03-24T02:10:00","General Robinson ST & Anderson ST Pittsburgh, PA 15212","Y","North Shore","1","RESIST ARREST/OTHER LAW ENFORC","2705 Recklessy Endangering Another Person. / 5104 Resisting Arrest or Other Law Enforcement. / 3111 Obedience to Traffic-Control Devices. / 3114 Flashing Signals. / 3308 One-Way Roadways and Rotary Traffic Islands. / 3802(a)(1) DUI - General Impairment",2205,1,6,-80.00074104,40.44894219
"146",2822104,16058476,11,"2016-03-23T12:00:00","800 Block Fordham ST Pittsburgh, PA 15226","N","Brookline","6","IDENTITY THEFT","4120 Identity Theft",1918,4,4,-80.02382028,40.39168443
"147",3046168,18241626,10,"2018-11-30T23:59:00","3200 Block Ward ST Pittsburgh, PA 15213","Y","South Oakland","4","SIMPLE ASSAULT/INJURY","2701 Simple Assault. / 2706 Terroristic Threats. / 4304(a)(1) Endangering Welfare of Children.",409,NA,NA,0,0
"148",2827249,16077976,6,"2016-04-29T12:00:00","1000 Block FT DUQUESNE BL Pittsburgh, PA 15222","N","Golden Triangle/Civic Arena","2","THEFT/PROP-LOST/MISLAID/DEL","3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,6,6,-79.99524489,40.44551089
"149",2915412,17093107,24,"2017-05-22T01:17:00","1500 Block E Carson ST Pittsburgh, PA 15203","Y","South Side Flats","3","DISORDERLY CONDUCT","5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE",1702,3,4,-79.9833067062384,40.4286848326994
"150",2875266,16220367,99,"2016-11-23T19:16:00","2200 Block Lucina AV Pittsburgh, PA 15210","N","Overbrook","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",3204,4,4,-79.99288753,40.38922688
"151",2088901,5040571,10,"2005-03-16T11:00:00","2900 Block GLEN MAWR AV PITTSBURGH, PA 15204","Y","Lincoln-Lemington-Belmar","3","TERRORISTIC THREATS","2706 Terroristic Threats.",2005,2,5,-80.05123152,40.45523243
"152",2977471,18023773,18,"2018-02-06T17:30:00","Upland ST & N Lang AV Pittsburgh, PA 15208","Y","Homewood North","5","MARIJUANA-POSSESS","3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 627.02(b)(i) Possessing a small amount of marijuana",1301,9,2,-79.89754877,40.46275796
"153",3098818,19158855,99,"2019-08-10T20:32:00","1200 Block Boyle ST Pittsburgh, PA 15212","Y","Central North Side","1",NA,"9489 Found Property",2206,1,1,-80.0056567707517,40.4561374430674
"154",2109909,5129459,10,"2005-07-10T23:58:00","200 Block VINELAND ST PITTSBURGH, PA 15234","Y","Bloomfield","3","INTIMIDATION  WITNESS/VICTIMS","4952 Intimidation of Witnesses or Victims / 5506 Loitering and Prowling at Night",3205,4,4,-79.99807691,40.38660951
"155",3029114,18189158,6,"2018-09-25T17:28:00","5300 Block Ellsworth AV Pittsburgh, PA 15232","N","Shadyside","4","THEFT FROM AUTO","3934 Theft from Vehicle",703,8,2,-79.93773469,40.45239257
"156",2999935,18098627,18,"2018-05-25T18:18:00","Steuben ST & Lessing ST Pittsburgh, PA 15220","Y","Crafton Heights","6","OTHER DRUG/NON-NARC-POSSESS","3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",2814,2,5,-80.05137835,40.44256959
"157",2939295,17161944,26,"2017-08-23T10:54:00","1700 Block Leolyn ST Pittsburgh, PA 15210","Y","Carrick","3","ALL OTHER OFFENSES(EXPT TRAFF)","633.02(a) Dog License Required; 3 Months or Older / 633.05 Rabies Vaccination / 5511(c)(1) CRUELTY TO ANIMALS",2902,4,4,-79.9860861403745,40.3989717806795
"158",2090249,5045970,10,"2005-03-24T16:40:00","600 Block E OHIO ST PITTSBURGH, PA ","Y","Allentown","1","RESIST ARREST/OTHER LAW ENFORC","5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 3503.1 Defiant Trespass",2302,1,1,-79.99897476,40.45396982
"159",2116770,5158453,5,"2005-08-16T19:30:00","2500 Block MISSION ST PITTSBURGH, PA 15210","N","Squirrel Hill South","3","BURGLARY/NO FORCE/RES","3502 Burglary.",1703,3,4,-79.97206262,40.42281843
"160",2871472,16210935,3,"2016-11-08T18:02:00","2000 Block Brownsville RD Pittsburgh, PA 15210","N","Carrick","3","ROBBERY/HIGHWAY/GUN","2701 Simple Assault. / 3701 Robbery.",2901,4,4,-79.98686442,40.39495799
"161",2848402,16121515,6,"2016-06-30T18:45:00","5600 Block Dawson WY Pittsburgh, PA 15201","N","Lower Lawrenceville","2","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",603,7,2,-79.95535456,40.47200243
"162",2913772,17087310,14,"2017-05-13T16:36:00","7400 Block Race ST Pittsburgh, PA 15208","N","Homewood North","5","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1302,9,2,-79.8912073602578,40.457630716648
"163",2917482,17099431,99,"2017-05-31T10:15:00","Isabella WY Pittsburgh, PA 15212","Y","East Carnegie","1",NA,"9489 Found Property",2805,NA,NA,0,0
"164",2078526,5002614,6,"2005-01-05T18:35:00","2300 Block ALLIQUIPPA ST PITTSBURGH, PA ","N","Brighton Heights","2","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",401,6,3,-79.96874989,40.44046415
"165",3099913,19162946,99,"2019-08-16T10:50:00","300 Block Smithfield ST Pittsburgh, PA 15222","Y","Central Business District","2",NA,"9501 Bench Warrant",201,6,6,-79.999884513708,40.4382482401399
"166",2941937,17173733,99,"2017-09-10T09:58:00","200 Block Fern ST Pittsburgh, PA 15224","N","Garfield","5",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1016,9,2,-79.9372864919314,40.4717357566046
"167",3072067,19061591,99,"2019-04-04T12:40:00","1000 Block Woods Run AV Pittsburgh, PA 15212","Y","Marshall-Shadeland","1",NA,"9489 Found Property",2715,1,1,-80.0276236166119,40.4789546463671
"168",2875283,16221712,6,"2016-11-26T11:32:00","600 Block Smithfield ST Pittsburgh, PA 15222","N","Central Business District","2","RETAIL THEFT (SHOPLIFTING)","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",201,6,6,-79.99740551,40.44152525
"169",2991070,18074605,14,"2018-04-22T14:49:00","Cedar AV & Suismon ST Pittsburgh, PA 15212","N","Allegheny Center","1","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",2204,1,1,-80.00219376,40.45488138
"170",2818081,16049990,99,"2016-03-20T05:05:00","1100 Block Liberty AV Pittsburgh, PA 15222","N","Golden Triangle/Civic Arena","2",NA,"9489 Found Property",201,7,6,-79.99237413,40.44415497
"171",2920565,17109038,99,"2017-06-13T17:50:00","400 Block Norton ST Pittsburgh, PA 15211","N","Mount Washington","3",NA,"9997 Overdose Death",1914,2,5,-80.010454954852,40.4255865118527
"172",2862418,16185134,14,"2016-09-30T20:35:00","2200 Block Federal EXT Pittsburgh, PA 15214","Y","Perry South","1","CRIMINAL MISCHIEF","3304 Criminal Mischief. / 2709 Harassment (Non-Specific)",2614,6,1,-80.0101167,40.46510259
"173",2831566,16091097,6,"2016-04-30T17:00:00","1900 Block Westmont AV Pittsburgh, PA 15210","N","Carrick","3","THEFT/PROP-LOST/MISLAID/DEL","4106 Access Device Fraud",2901,4,4,-79.98853479,40.39565108
"174",3080809,19101908,10,"2019-05-27T17:24:00","Dinwiddie ST & Rose ST Pittsburgh, PA 15219","N","Crawford-Roberts","2","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a) Harassment.",305,6,3,-79.9804827924218,40.4423581657637
"175",2973475,18018692,99,"2018-01-29T17:50:00","2400 Block Hilltop RD Pittsburgh, PA 15142","Y","Outside City","OSC",NA,"9094 Recovered Stolen Vehicle (OUTSIDE CITY)",5599,NA,NA,-80.11071446,40.39043848
"176",2872198,16212322,24,"2016-11-11T00:37:00","300 Block N Shore DR Pittsburgh, PA 15212","Y","Strip District","1","DISORDERLY CONDUCT","3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",203,1,1,-80.00964027,40.45494869
"177",2913136,17085820,4,"2017-05-11T13:13:00","200 Block S Negley AV Pittsburgh, PA 15206","N","East Liberty","5","AGG ASSAULT/OTHER/INJURY","2702 Aggravated Assault.",1115,9,2,-79.9301223565353,40.4645638945659
"178",2090427,5050415,7,"2005-03-31T05:00:00","10 Block SOLAR ST PITTSBURGH, PA 15124","N","Mount Washington","1","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition.",2401,1,1,-79.99840968,40.46375894
"179",2115861,5155933,3,"2005-08-13T10:10:00","60 Block SYLVANIA AV PITTSBURGH, PA ","Y","Knoxville","3","ROBBERY/RESIDENCE/STRONGARM","3701 Robbery. / 3934 Theft from Vehicle / 2709 Harassment (Non-Specific)",1804,3,4,-80.00746926,40.41672951
"180",2935475,17143280,3,"2017-07-30T17:19:00","500 Block Jacksonia ST Pittsburgh, PA 15212","Y","Central North Side","1","ROBBERY/RESIDENCE/STRONGARM","2701 Simple Assault. / 3701 Robbery.",2503,6,1,-80.0123825514736,40.4575389469906
"181",3092052,19137858,6,"2019-07-13T08:00:00","5900 Block Elwood ST Pittsburgh, PA 15232","N","Shadyside","4","THEFT FROM AUTO","3934 Theft from Vehicle",705,8,2,-79.9274757650196,40.454122886764
"182",2879550,16233266,6,"2016-12-13T09:00:00","200 Block Lothrop ST Pittsburgh, PA 15213","N","West Oakland","4","THEFT FROM AUTO","3304 Criminal Mischief. / 4106 Access Device Fraud / 3934 Theft from Vehicle",402,8,3,-79.96109344,40.44173012
"183",2819199,16054463,10,"2016-03-26T22:08:00","4200 Block Murray AV Pittsburgh, PA 15217","N","Greenfield","4","TERRORISTIC THREATS","2706 Terroristic Threats.",1517,5,3,-79.92873349,40.42318165
"184",2847365,16141122,4,"2016-07-30T00:15:00","20 Block Bailey AV Pittsburgh, PA 15211","Y","Mount Washington","3","AGG ASSAULT/OTHER/INJURY","2701 Simple Assault.",1807,3,4,-80.00446134,40.42704913
"185",2990107,18068538,10,"2018-04-13T19:25:00","1000 Block Voskamp ST Pittsburgh, PA 15212","N","Spring Garden","1","TERRORISTIC THREATS","2706 Terroristic Threats.",2412,1,1,-79.99373904,40.45786754
"186",3002486,18104666,18,"2018-06-05T17:45:00","800 Block Excelsior ST Pittsburgh, PA 15210","Y","Allentown","3","OPIUM/COCAINE/DERV(SALE/MFG)","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",1803,3,5,-79.99372339,40.42278859
"187",3054509,19016004,14,"2019-01-25T12:00:00","S 18th ST & E Carson ST Pittsburgh, PA 15203","N","South Side Flats","3","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1702,3,3,-79.9805652715853,40.4287665592296
"188",3024638,18171924,99,"2018-09-03T17:00:00","1300 Block Brookline BL Pittsburgh, PA 15226","Y","Brookline","6",NA,"9496 Dead on Arrival (DOA)",1918,4,5,-80.01084971,40.39227046
"189",2087400,5039781,7,"2005-03-15T07:00:00","3000 Block PLAINVIEW AV PITTSBURGH, PA 15210","N","Larimer","3","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition.",1908,4,4,-80.02578136,40.39620962
"190",3015076,18145925,6,"2018-07-30T16:00:00","6400 Block Howe ST Pittsburgh, PA 15206","N","Shadyside","4","THEFT FROM AUTO","3934 Theft from Vehicle",708,8,2,-79.91991988,40.45475843
"191",2964366,17243138,14,"2017-12-17T19:45:00","North Shore DR & Knoll ST Pittsburgh, PA 15233","N","Brighton Heights","1","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",2708,NA,NA,0,0
"192",2841433,16119345,10,"2016-06-27T12:00:00","Smithfield ST & 5th AV Pittsburgh, PA 15222","N","Golden Triangle/Civic Arena","2","TERRORISTIC THREATS","2706 Terroristic Threats.",201,6,6,-79.99864594,40.44008562
"193",2898402,17040908,6,"2017-03-02T13:30:00","2600 Block Perrysville AV Pittsburgh, PA 15214","N","Perry South","1","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",2615,6,1,-80.0084478057052,40.4711747914996
"194",3014581,18144158,99,"2018-07-26T15:00:00","300 Block Climax ST Pittsburgh, PA 15210","Y","Beltzhoover","3",NA,"9999 Miscellaneous Report (No Crime)",1809,3,5,-80.00226693,40.41976338
"195",2933300,17145520,3,"2017-08-02T20:20:00","300 Block Kingsboro ST Pittsburgh, PA 15211","N","Mount Washington","3","ROBBERY/HIGHWAY/STRONGARM","3701 Robbery.",1807,3,4,-80.0015554753806,40.4217177885125
"196",2874162,16218594,24,"2016-11-20T20:06:00","300 Block Cedar AV Pittsburgh, PA 15212","Y","East Allegheny","1","DISORDERLY CONDUCT","13(a)(32) Paraphernalia - Use or Possession / 2709 Harassment (Non-Specific) / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",2304,1,1,-80.00084389,40.45089272
"197",3032492,18204597,26,"2018-10-15T18:00:00","Zone 5","N","","5","LURING CHILD INTO MOTOR VEHICLE","2910 Luring a Child into a Motor Vehicle.",NA,NA,NA,NA,NA
